Movie Link,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
https://www.imdb.com/title/tt3748528/?ref_=sr_t_1,200000000,1058684742,533539991,155081681,['Gareth Edwards'],"['Chris Weitz', 'Tony Gilroy', 'John Knoll']","['Felicity Jones', 'Diego Luna', 'Alan Tudyk']","['Action Epic', 'Adventure Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Tragedy', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"['Reynisfjara, Iceland']","['Lucasfilm', 'Allison Shearmur Productions']",['English'],24,85,2,2016
https://www.imdb.com/title/tt2277860/?ref_=sr_t_2,200000000,1029266989,486295561,135060273,"['Andrew Stanton', 'Angus MacLane']","['Andrew Stanton', 'Victoria Strouse']","['Ellen DeGeneres', 'Albert Brooks', ""Ed O'Neill""]","['Animal Adventure', 'Computer Animation', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['United States'],"['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']","['Pixar Animation Studios', 'Walt Disney Pictures']","['English', 'Indonesian']",17,48,0,2016
https://www.imdb.com/title/tt3498820/?ref_=sr_t_3,250000000,1155046416,408084349,179139142,"['Anthony Russo', 'Joe Russo']","['Christopher Markus', 'Stephen McFeely', 'Joe Simon']","['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson']","['Superhero', 'Action', 'Sci-Fi']","['United States', 'Germany', 'Puerto Rico']",['Puerto Rico'],"['Marvel Studios', 'Vita-Ray Dutch Productions (III)', 'Studio Babelsberg']","['English', 'German', 'Xhosa', 'Russian', 'Romanian']",16,73,0,2016
https://www.imdb.com/title/tt2709768/?ref_=sr_t_4,75000000,875698161,368623860,104352905,['Chris Renaud'],"['Cinco Paul', 'Ken Daurio', 'Brian Lynch']","['Louis C.K.', 'Eric Stonestreet', 'Kevin Hart']","['Animal Adventure', 'Computer Animation', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family']","['United States', 'France', 'Japan']","['New York City, New York, USA']","['Universal Pictures', 'Illumination Entertainment', 'Dentsu']",['English'],4,15,0,2016
https://www.imdb.com/title/tt3040964/?ref_=sr_t_5,175000000,967724775,364001123,103261464,['Jon Favreau'],"['Justin Marks', 'Rudyard Kipling']","['Neel Sethi', 'Bill Murray', 'Ben Kingsley']","['Animal Adventure', 'Computer Animation', 'Jungle Adventure', 'Quest', 'Action', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']","['United Kingdom', 'United States', 'New Zealand', 'France', 'Canada', 'India']","['Los Angeles, California, USA']","['Walt Disney Pictures', 'Fairview Entertainment', 'Moving Picture Company (MPC)']",['English'],33,56,1,2016
https://www.imdb.com/title/tt1431045/?ref_=sr_t_6,58000000,782837347,363070709,132434639,['Tim Miller'],"['Rhett Reese', 'Paul Wernick']","['Ryan Reynolds', 'Morena Baccarin', 'T.J. Miller']","['Dark Comedy', 'Gun Fu', 'Raunchy Comedy', 'Superhero', 'Action', 'Comedy']",['United States'],"['Vancouver, British Columbia, Canada']","['Twentieth Century Fox', 'Marvel Entertainment', 'Kinberg Genre']",['English'],29,78,0,2016
https://www.imdb.com/title/tt2948356/?ref_=sr_t_7,150000000,1025521689,341268248,75063401,"['Byron Howard', 'Rich Moore', 'Jared Bush']","['Byron Howard', 'Rich Moore', 'Jared Bush']","['Ginnifer Goodwin', 'Jason Bateman', 'Idris Elba']","['Animal Adventure', 'Buddy Comedy', 'Computer Animation', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family']",['United States'],"['Walt Disney Animation Studios - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Pictures', 'Walt Disney Animation Studios']",['English'],49,75,1,2016
https://www.imdb.com/title/tt2975590/?ref_=sr_t_8,250000000,874362803,330360194,166007347,['Zack Snyder'],"['Bob Kane', 'Bill Finger', 'Jerry Siegel']","['Ben Affleck', 'Henry Cavill', 'Amy Adams']","['Superhero', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'Morocco']","['Detroit, Michigan, USA']","['Warner Bros.', 'Atlas Entertainment', 'RatPac-Dune Entertainment']",['English'],14,33,0,2016
https://www.imdb.com/title/tt1386697/?ref_=sr_t_9,175000000,749200054,325100054,133682248,['David Ayer'],"['David Ayer', 'John Ostrander']","['Will Smith', 'Jared Leto', 'Margot Robbie']","['Dark Comedy', 'Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['United States'],"['Toronto, Ontario, Canada']","['Atlas Entertainment', 'DC Comics', 'DC Entertainment']","['English', 'Japanese', 'Spanish']",18,41,1,2016
https://www.imdb.com/title/tt3470600/?ref_=sr_t_10,75000000,634338409,270578425,35258145,"['Garth Jennings', 'Christophe Lourdelet']",['Garth Jennings'],"['Matthew McConaughey', 'Reese Witherspoon', 'Seth MacFarlane']","['Animal Adventure', 'Computer Animation', 'Jukebox Musical', 'Animation', 'Comedy', 'Family', 'Musical']","['Japan', 'United States', 'France']","['Illumination Entertainment - 1805 Colorado Avenue, Santa Monica, California, USA']","['Universal Pictures', 'Illumination Entertainment', 'Dentsu']","['English', 'Japanese']",3,25,0,2016
