Movie Link,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
https://www.imdb.com/title/tt0110357/?ref_=sr_t_1,45000000.0,979161373,424979720,1586753.0,"['Roger Allers', 'Rob Minkoff']","['Irene Mecchi', 'Jonathan Roberts', 'Linda Woolverton']","['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones']","['Animal Adventure', 'Coming-of-Age', 'Hand-Drawn Animation', 'Jungle Adventure', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']",['United States'],"['Walt Disney Animation Studios - 2100 Riverside Drive, Burbank, California, USA']","['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Walt Disney Feature Animation']","['English', 'Swahili', 'Xhosa', 'Zulu']",43,35,2,1994
https://www.imdb.com/title/tt0109830/?ref_=sr_t_2,55000000.0,678226465,330455270,24450602.0,['Robert Zemeckis'],"['Winston Groom', 'Eric Roth']","['Tom Hanks', 'Robin Wright', 'Gary Sinise']","['Epic', 'Drama', 'Romance']",['United States'],"['Chippewa Square, Savannah, Georgia, USA']","['Paramount Pictures', 'The Steve Tisch Company', 'Wendy Finerman Productions']",['English'],51,74,6,1994
https://www.imdb.com/title/tt0111503/?ref_=sr_t_3,115000000.0,378882411,146282411,25869770.0,['James Cameron'],"['James Cameron', 'Claude Zidi', 'Simon Michaël']","['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold']","['High-Concept Comedy', 'One-Person Army Action', 'Spy', 'Action', 'Comedy', 'Thriller']",['United States'],"['Westin Bonaventure Hotel & Suites - 404 S. Figueroa Street, Downtown, Los Angeles, California, USA']","['Twentieth Century Fox', 'Lightstorm Entertainment']","['English', 'French', 'Arabic', 'German']",8,23,1,1994
https://www.imdb.com/title/tt0111070/?ref_=sr_t_4,22000000.0,190539357,145539357,19321992.0,['John Pasquin'],"['Leo Benvenuti', 'Steve Rudnick']","['Tim Allen', 'Judge Reinhold', 'Wendy Crewson']","['Body Swap Comedy', 'High-Concept Comedy', 'Holiday Comedy', 'Holiday Family', 'Slapstick', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Holiday']","['United States', 'Canada']","['17 Chisholm Street, Oakville, Ontario, Canada']","['Walt Disney Pictures', 'Hollywood Pictures', 'Outlaw Productions (I)']","['English', 'Spanish']",2,9,0,1994
https://www.imdb.com/title/tt0109813/?ref_=sr_t_5,46000000.0,341631208,130531208,29688730.0,['Brian Levant'],"['Tom S. Parker', 'Jim Jennewein', 'Steven E. de Souza']","['John Goodman', 'Rick Moranis', ""Rosie O'Donnell""]","['Buddy Comedy', 'Slapstick', 'Comedy', 'Family', 'Fantasy']",['United States'],"['Vasquez Rocks Natural Area Park - 10700 W. Escondido Canyon Rd., Agua Dulce, California, USA']","['Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions']",['English'],6,10,0,1994
https://www.imdb.com/title/tt0109686/?ref_=sr_t_6,17000000.0,247290327,127190327,16363442.0,"['Peter Farrelly', 'Bobby Farrelly']","['Peter Farrelly', 'Bennett Yellin', 'Bobby Farrelly']","['Jim Carrey', 'Jeff Daniels', 'Lauren Holly']","['Buddy Comedy', 'Farce', 'Road Trip', 'Slapstick', 'Comedy']",['United States'],"['Stanley Hotel - 333 Wonderview Avenue, Estes Park, Colorado, USA']","['New Line Cinema', 'Motion Picture Corporation of America (MPCA)']","['English', 'Swedish', 'German']",5,3,0,1994
https://www.imdb.com/title/tt0109444/?ref_=sr_t_7,62000000.0,215887717,122187717,20348017.0,['Phillip Noyce'],"['Tom Clancy', 'Donald E. Stewart', 'Steven Zaillian']","['Harrison Ford', 'Willem Dafoe', 'Anne Archer']","['Conspiracy Thriller', 'Political Thriller', 'Spy', 'Action', 'Crime', 'Drama', 'Thriller']","['United States', 'Canada']","['Cuernavaca, Morelos, Mexico']","['Mace Neufeld Productions', 'Paramount Pictures']","['English', 'Spanish']",3,11,2,1994
https://www.imdb.com/title/tt0111257/?ref_=sr_t_8,30000000.0,350448145,121248145,14456194.0,['Jan de Bont'],['Graham Yost'],"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']","['Car Action', 'Urban Adventure', 'Action', 'Adventure', 'Thriller']",['United States'],"['Mojave Airport - 1434 Flightline Street, Mojave, California, USA']","['The Mark Gordon Company', 'Twentieth Century Fox']",['English'],20,20,2,1994
https://www.imdb.com/title/tt0110475/?ref_=sr_t_9,23000000.0,351583407,119938730,23117068.0,['Chuck Russell'],"['Michael Fallon', 'Mark Verheiden', 'Mike Werb']","['Jim Carrey', 'Cameron Diaz', 'Peter Riegert']","['High-Concept Comedy', 'Slapstick', 'Superhero', 'Comedy', 'Crime', 'Fantasy']",['United States'],"['Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA']","['New Line Productions', 'Dark Horse Entertainment']","['English', 'Swedish']",6,22,1,1994
https://www.imdb.com/title/tt0110912/?ref_=sr_t_10,8000000.0,213928762,107928762,9311882.0,['Quentin Tarantino'],"['Quentin Tarantino', 'Roger Avary']","['John Travolta', 'Uma Thurman', 'Samuel L. Jackson']","['Dark Comedy', 'Drug Crime', 'Gangster', 'Crime', 'Drama']",['United States'],"['1435 Flower Street, Glendale, California, USA']","['Miramax', 'A Band Apart', 'Jersey Films']","['English', 'Spanish', 'French']",69,72,1,1994
