Movie Link,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
https://www.imdb.com/title/tt0064115/?ref_=sr_t_1,6000000.0,102311848.0,102308889.0,,['George Roy Hill'],['William Goldman'],"['Paul Newman', 'Robert Redford', 'Katharine Ross']","['Biography', 'Crime', 'Drama', 'Western']","['United States', 'Mexico']","['Zion National Park, Utah, USA']","['Campanile Productions', 'George Roy Hill-Paul Monash Production', 'Newman-Foreman Company']","['English', 'Spanish']",22,15,4,1969
https://www.imdb.com/title/tt0064603/?ref_=sr_t_2,,51264022.0,51264000.0,,['Robert Stevenson'],"['Bill Walsh', 'Don DaGradi', 'Gordon Buford']","['Dean Jones', 'Michele Lee', 'David Tomlinson']","['Motorsport', 'Comedy', 'Family', 'Sport']",['United States'],"['1000 block, Lombard Street, San Francisco, California, USA']",['Walt Disney Productions'],"['English', 'Cantonese', 'Spanish']",0,2,0,1969
https://www.imdb.com/title/tt0064665/?ref_=sr_t_3,3600000.0,44802964.0,44785053.0,,['John Schlesinger'],"['Waldo Salt', 'James Leo Herlihy']","['Dustin Hoffman', 'Jon Voight', 'Sylvia Miles']",['Drama'],['United States'],"['Calvary Cemetery - 4902 Laurel Hill Boulevard, Queens, New York City, New York, USA']","['Jerome Hellman Productions', 'Florin Productions']","['English', 'Italian']",28,16,3,1969
https://www.imdb.com/title/tt0064757/?ref_=sr_t_4,7000000.0,22828813.0,22774493.0,,['Peter R. Hunt'],"['Simon Raven', 'Richard Maibaum', 'Ian Fleming']","['George Lazenby', 'Diana Rigg', 'Telly Savalas']","['Spy', 'Tragedy', 'Action', 'Adventure', 'Thriller']",['United Kingdom'],"['Piz Gloria Revolving Restaurant, Piz Gloria, Kanton Bern, Switzerland']",['Eon Productions'],"['English', 'German', 'French']",0,4,0,1969
https://www.imdb.com/title/tt0064782/?ref_=sr_t_5,20000000.0,14500000.0,14500000.0,,['Joshua Logan'],"['Alan Jay Lerner', 'Paddy Chayefsky']","['Lee Marvin', 'Clint Eastwood', 'Jean Seberg']","['Classical Western', 'Comedy', 'Drama', 'Musical', 'Romance', 'Western']",['United States'],"['Baker, Oregon, USA']","['Alan Jay Lerner Productions', 'The Malpaso Company']",['English'],0,3,1,1969
https://www.imdb.com/title/tt0064940/?ref_=sr_t_6,3000000.0,1138108.0,1135943.0,,['Federico Fellini'],"['Petronius', 'Federico Fellini', 'Bernardino Zapponi']","['Martin Potter', 'Hiram Keller', 'Max Born']","['Dark Comedy', 'Drama', 'Fantasy']","['Italy', 'France']","['Cinecittà Studios, Cinecittà, Rome, Lazio, Italy']",['Produzioni Europee Associate (PEA)'],"['Italian', 'Latin']",5,8,1,1969
https://www.imdb.com/title/tt0064040/?ref_=sr_t_7,,931732.0,861983.0,12620.0,['Jean-Pierre Melville'],"['Joseph Kessel', 'Jean-Pierre Melville']","['Lino Ventura', 'Paul Meurisse', 'Jean-Pierre Cassel']","['Drama', 'War']","['France', 'Italy']","[""Bunker de l'armée, Saint-Cyr-l'Ecole, Yvelines, France""]","['Les Films Corona', 'Fono Roma']","['French', 'German', 'English']",4,0,0,1969
https://www.imdb.com/title/tt0065214/?ref_=sr_t_8,6244087.0,640561.0,638641.0,,['Sam Peckinpah'],"['Walon Green', 'Sam Peckinpah', 'Roy N. Sickner']","['William Holden', 'Ernest Borgnine', 'Robert Ryan']","['Western Epic', 'Action', 'Adventure', 'Drama', 'Western']",['United States'],"['La Loma, Durango, Mexico']",['Warner Bros./Seven Arts'],"['English', 'Spanish', 'German']",6,8,2,1969
https://www.imdb.com/title/tt0064418/?ref_=sr_t_9,25000000.0,403127.0,400881.0,221204.0,['Gene Kelly'],"['Michael Stewart', 'Thornton Wilder', 'Ernest Lehman']","['Barbra Streisand', 'Walter Matthau', 'Michael Crawford']","['Pop Musical', 'Romantic Comedy', 'Adventure', 'Comedy', 'Musical', 'Romance']",['United States'],"['United States Military Academy, West Point, New York, USA']","['Chenault Productions', 'Twentieth Century Fox']",['English'],4,13,3,1969
https://www.imdb.com/title/tt0065126/?ref_=sr_t_10,,276418.0,276418.0,157788.0,['Henry Hathaway'],"['Charles Portis', 'Marguerite Roberts']","['John Wayne', 'Kim Darby', 'Glen Campbell']","['Adventure', 'Drama', 'Western']",['United States'],"['Buckskin Joe Frontier Town & Railway - 1193 Fremont County Road 3A, Canon City, Colorado, USA']",['Wallis-Hazen'],['English'],6,7,1,1969
